row,entity,label
19,For,PERSON_NAME
19,You,PERSON_NAME
19,This,PERSON_NAME
19,The,PERSON_NAME
19,Just,PERSON_NAME
19,After,PERSON_NAME
19,Very,PERSON_NAME
19,In,PERSON_NAME
19,Great,PERSON_NAME
19,If,PERSON_NAME
19,WeChat,PERSON_NAME
19,My,PERSON_NAME
19,WeChat,PERSON_NAME
19,LHservice,PERSON_NAME
19,You,PERSON_NAME
20,Hello,PERSON_NAME
20,I’m,PERSON
20,Xiao,PERSON_NAME
20,Li,PERSON_NAME
20,Channel,PERSON_NAME
20,Department,PERSON_NAME
20,China,PERSON_NAME
20,Guangfa,PERSON_NAME
20,Bank,BANK_NAME
20,We,PERSON_NAME
20,up to,MONEY
20,5,MONEY_AMOUNT
20,That,PERSON_NAME
20,However,PERSON_NAME
20,In,PERSON_NAME
20,WeChat,PERSON_NAME
20,Yes,PERSON_NAME
20,WeChat,PERSON_NAME
20,Great,PERSON_NAME
20,WeChat,PERSON_NAME
20,abc123456,MONEY_AMOUNT
21,Hello,PERSON_NAME
21,Agricultural,PERSON_NAME
21,Bank,BANK_NAME
21,China,PERSON_NAME
21,Currently,PERSON_NAME
21,"500,000",MONEY_AMOUNT
21,Are,PERSON_NAME
21,Of,PERSON_NAME
21,You,PERSON_NAME
21,If,PERSON_NAME
21,WeChat,PERSON_NAME
21,first,ORDINAL
21,Okay,PERSON_NAME
21,WeChat,PERSON_NAME
21,abclucky888,MONEY_AMOUNT
21,After,PERSON_NAME
21,Mainly,PERSON_NAME
21,If,PERSON_NAME
21,WeChat,PERSON_NAME
21,first,ORDINAL
21,Okay,PERSON_NAME
21,If,PERSON_NAME
21,Have,PERSON_NAME
22,Hello,PERSON_NAME
22,You,PERSON_NAME
22,That,PERSON_NAME
22,We,PERSON_NAME
22,First,PERSON_NAME
22,Great,PERSON_NAME
22,After,PERSON_NAME
22,We,PERSON_NAME
22,Please,PERSON_NAME
23,Hello,PERSON_NAME
23,Alibaba,PERSON_NAME
23,Financial,PERSON_NAME
23,Service,PERSON_NAME
23,Center,PERSON_NAME
23,Xiao,PERSON_NAME
23,Zhang,PERSON_NAME
23,Well,PERSON_NAME
23,This,PERSON_NAME
23,Yes,PERSON_NAME
23,You,PERSON_NAME
23,Great,PERSON_NAME
23,Wish,PERSON_NAME
24,Hello,PERSON_NAME
24,Mr.,PERSON_NAME
24,Zhang,PERSON_NAME
24,Xiao,PERSON_NAME
24,Li,PERSON_NAME
24,Agricultural,PERSON_NAME
24,Bank,BANK_NAME
24,China,PERSON_NAME
24,Recently,PERSON_NAME
24,Do,PERSON_NAME
24,This,PERSON_NAME
24,The,PERSON_NAME
24,the same day,DATE
24,You,PERSON_NAME
24,You,PERSON_NAME
24,first,ORDINAL
24,If,PERSON_NAME
24,Do,PERSON_NAME
24,Mr.,PERSON_NAME
24,Zhang,PERSON_NAME
24,If,PERSON_NAME
24,Okay,PERSON_NAME
24,Mr.,PERSON_NAME
24,Zhang,PERSON_NAME
24,13800138,MONEY_AMOUNT
24,You,PERSON_NAME
24,It,PERSON_NAME
25,Hello,PERSON_NAME
25,Express,PERSON_NAME
25,One,PERSON_NAME
25,You,PERSON_NAME
25,Is,PERSON_NAME
25,We,PERSON_NAME
25,After,PERSON_NAME
25,If,PERSON_NAME
25,You,PERSON_NAME
25,Okay,PERSON_NAME
26,Hello,PERSON_NAME
26,I’m,PERSON
26,Xiao,PERSON_NAME
26,Li,PERSON_NAME
26,XX,GPE
26,Bank,BANK_NAME
26,The,PERSON_NAME
26,Do,PERSON_NAME
26,Yes,PERSON_NAME
26,We,PERSON_NAME
26,All,PERSON_NAME
26,My,PERSON_NAME
26,13812345678,ACCOUNT_NUMBER
26,You,PERSON_NAME
27,Hello,PERSON_NAME
27,Rural,PERSON_NAME
27,Credit,PERSON_NAME
27,Bank,BANK_NAME
27,The,PERSON_NAME
27,Okay,PERSON_NAME
27,By,PERSON_NAME
27,Are,PERSON_NAME
27,No,PERSON_NAME
27,You,PERSON_NAME
27,It,PERSON_NAME
27,Absolutely,PERSON_NAME
27,If,PERSON_NAME
28,Hello,PERSON_NAME
28,Xiao,PERSON_NAME
28,Li,PERSON_NAME
28,Shenzhen,PERSON_NAME
28,Technology,PERSON_NAME
28,Bank,BANK_NAME
28,Are,PERSON_NAME
28,Mr.,PERSON_NAME
28,Zhang,PERSON_NAME
28,Mr.,PERSON_NAME
28,Zhang,PERSON_NAME
28,It,PERSON_NAME
28,Do,PERSON_NAME
28,Of,PERSON_NAME
28,It,PERSON_NAME
28,If,PERSON_NAME
28,If,PERSON_NAME
28,You,PERSON_NAME
28,Mr.,PERSON_NAME
28,Zhang,PERSON_NAME
28,If,PERSON_NAME
28,Great,PERSON_NAME
28,If,PERSON_NAME
28,WeChat,PERSON_NAME
29,Hello,PERSON_NAME
29,Xiao,PERSON_NAME
29,Zhang,PERSON_NAME
29,Xiao,PERSON_NAME
29,Li,PERSON_NAME
29,Well,PERSON_NAME
29,If,PERSON_NAME
29,In,PERSON_NAME
29,We,PERSON_NAME
29,If,PERSON_NAME
29,first,ORDINAL
29,100,MONEY_AMOUNT
29,one month,DATE
29,It,PERSON_NAME
29,You,PERSON_NAME
29,at least ten,CARDINAL
29,first,ORDINAL
29,Great,PERSON_NAME
29,If,PERSON_NAME
30,Hello,PERSON_NAME
30,Dongguan,PERSON_NAME
30,Bank,BANK_NAME
30,There,PERSON_NAME
30,Our,PERSON_NAME
30,No,PERSON_NAME
30,As,PERSON_NAME
30,Great,PERSON_NAME
30,Do,PERSON_NAME
30,You,PERSON_NAME
30,You,PERSON_NAME
30,Our,PERSON_NAME
30,the same day,DATE
30,Great,PERSON_NAME
31,Hello,PERSON_NAME
31,Manager,PERSON_NAME
31,Li,PERSON_NAME
31,Huarong,PERSON_NAME
31,Investment,PERSON_NAME
31,Company,PERSON_NAME
31,We,PERSON_NAME
31,This,PERSON_NAME
31,Of,PERSON_NAME
31,first,ORDINAL
31,You,PERSON_NAME
31,It,PERSON_NAME
31,Okay,PERSON_NAME
31,By,PERSON_NAME
32,Hello,PERSON_NAME
32,Rural,PERSON_NAME
32,Commercial,PERSON_NAME
32,Bank,PERSON_NAME
32,Manager,PERSON_NAME
32,Zhang,PERSON_NAME
32,Blue,PERSON_NAME
32,Sky,PERSON_NAME
32,Technology,PERSON_NAME
32,Co.,PERSON_NAME
32,Ltd.,PERSON_NAME
32,up to,CARDINAL
32,five hundred thousand,CARDINAL
32,Of,PERSON_NAME
32,You,PERSON_NAME
32,APP,ORG
32,Yes,PERSON_NAME
32,You,PERSON_NAME
32,APP,ORG
32,You,PERSON_NAME
32,Good,PERSON_NAME
33,Hello,PERSON_NAME
33,Xiao,PERSON_NAME
33,Wang,PERSON_NAME
33,Tianhe,PERSON_NAME
33,Branch,PERSON_NAME
33,Agricultural,PERSON_NAME
33,Bank,PERSON_NAME
33,China,PERSON_NAME
33,We,PERSON_NAME
33,Okay,PERSON_NAME
33,You,PERSON_NAME
33,Of,PERSON_NAME
33,Agricultural,PERSON_NAME
33,Bank,BANK_NAME
33,China,PERSON_NAME
33,In,PERSON_NAME
33,one,CARDINAL
33,Great,PERSON_NAME
33,http://example.com,URL
33,After,PERSON_NAME
33,123456,MONEY_AMOUNT
33,Thank,PERSON_NAME
33,If,PERSON_NAME
33,My,PERSON_NAME
33,13800138000,MONEY_AMOUNT
34,Hello,PERSON_NAME
34,Xiao,PERSON_NAME
34,Zhang,PERSON_NAME
34,Shenzhen,PERSON_NAME
34,Industrial,PERSON_NAME
34,Commercial,PERSON_NAME
34,Bank,PERSON_NAME
34,China,PERSON_NAME
34,We,PERSON_NAME
34,Do,PERSON_NAME
34,That,PERSON_NAME
34,Many,PERSON_NAME
34,Our,PERSON_NAME
34,Of,PERSON_NAME
34,You,PERSON_NAME
34,APP,ORG
34,Our,PERSON_NAME
34,Jindaibao,PERSON_NAME
34,You,PERSON_NAME
34,After,PERSON_NAME
34,ABCD1234,MONEY_AMOUNT
34,Do,PERSON_NAME
34,24,MONEY_AMOUNT
34,If,PERSON_NAME
34,If,PERSON_NAME
34,WeChat,PERSON_NAME
34,Okay,PERSON_NAME
34,WeChat,PERSON_NAME
34,13578901234,MONEY_AMOUNT
34,Please,PERSON_NAME
34,If,PERSON_NAME
35,Hello,PERSON_NAME
35,Huatian,PERSON_NAME
35,Bank,BANK_NAME
35,Li,PERSON_NAME
35,Hua,PERSON_NAME
35,Are,PERSON_NAME
35,Mr.,PERSON_NAME
35,Zhang,PERSON_NAME
35,Mr.,PERSON_NAME
35,Zhang,PERSON_NAME
35,We,PERSON_NAME
35,Are,PERSON_NAME
35,Of,PERSON_NAME
35,It,PERSON_NAME
35,It,PERSON_NAME
35,hundreds,CARDINAL
35,You,PERSON_NAME
35,APP,ORG
35,In,PERSON_NAME
35,Click,PERSON_NAME
35,APP,ORG
35,Great,PERSON_NAME
35,If,PERSON_NAME
35,You,PERSON_NAME
35,Mr.,PERSON_NAME
35,Zhang,PERSON_NAME
35,If,PERSON_NAME
35,Good,PERSON_NAME
36,Hello,PERSON_NAME
36,Li,PERSON_NAME
36,Hua,PERSON_NAME
36,Meituan,PERSON_NAME
36,There,PERSON_NAME
36,Your,PERSON_NAME
36,In,PERSON_NAME
36,Please,PERSON_NAME
36,You,PERSON_NAME
37,Hello,PERSON_NAME
37,Xiao,PERSON_NAME
37,Li,PERSON_NAME
37,This,PERSON_NAME
37,Shenzhen,PERSON_NAME
37,Technology,PERSON_NAME
37,Company,PERSON_NAME
37,We,PERSON_NAME
37,Well,PERSON_NAME
37,In,PERSON_NAME
37,You,PERSON_NAME
37,Okay,PERSON_NAME
37,Thank,PERSON_NAME
37,We,PERSON_NAME
37,In,PERSON_NAME
37,Thank,PERSON_NAME
37,Have,PERSON_NAME
38,Hello,PERSON_NAME
38,Sudaidong,PERSON_NAME
38,Do,PERSON_NAME
38,Of,PERSON_NAME
38,You,PERSON_NAME
38,APP,ORG
38,It,PERSON_NAME
38,We,PERSON_NAME
38,And,PERSON_NAME
38,The,PERSON_NAME
38,APP,ORG
38,Sudaidaitong,PERSON_NAME
38,You,PERSON_NAME
38,Remember,PERSON_NAME
38,You,PERSON_NAME
38,If,PERSON_NAME
39,Hello,PERSON_NAME
39,Li,PERSON_NAME
39,Hua,PERSON_NAME
39,Hello,PERSON_NAME
39,Do,PERSON_NAME
39,We,PERSON_NAME
39,By,PERSON_NAME
39,Well,PERSON_NAME
39,one,CARDINAL
39,To,PERSON_NAME
39,It,PERSON_NAME
39,Okay,PERSON_NAME
39,In,PERSON_NAME
39,APP,ORG
39,You,PERSON_NAME
39,You,PERSON_NAME
39,Have,PERSON_NAME
39,a nice day,DATE
40,Hello,PERSON_NAME
40,Dongcheng,PERSON_NAME
40,Bank,BANK_NAME
40,We,PERSON_NAME
40,Do,PERSON_NAME
40,Great,PERSON_NAME
40,You,PERSON_NAME
40,Of,PERSON_NAME
40,Our,PERSON_NAME
40,After,PERSON_NAME
40,Okay,PERSON_NAME
40,888888,MONEY_AMOUNT
40,Enter,PERSON_NAME
40,If,PERSON_NAME
40,Great,PERSON_NAME
40,The,PERSON_NAME
40,first,ORDINAL
40,first,ORDINAL
41,Hello,PERSON_NAME
41,Alibaba,PERSON_NAME
41,AliExpress,PERSON_NAME
41,We,PERSON_NAME
41,Our,PERSON_NAME
41,As,PERSON_NAME
41,APP,ORG
41,100,MONEY_AMOUNT
41,It,PERSON_NAME
41,You,PERSON_NAME
41,The,PERSON_NAME
41,two,CARDINAL
41,one,CARDINAL
41,two,CARDINAL
41,three,CARDINAL
41,four,CARDINAL
41,five,DATE
41,six,CARDINAL
42,Hello,PERSON_NAME
42,Xiao,PERSON_NAME
42,Wang,PERSON_NAME
42,Suda,PERSON_NAME
42,Express,PERSON_NAME
42,You,PERSON_NAME
42,Your,PERSON_NAME
42,You,PERSON_NAME
42,Wait,PERSON_NAME
42,first,ORDINAL
42,The,PERSON_NAME
42,APP,ORG
42,Suda,PERSON_NAME
42,Security,PERSON_NAME
42,Assistant,PERSON_NAME
42,After,PERSON_NAME
42,You,PERSON_NAME
42,If,PERSON_NAME
43,Hello,PERSON_NAME
43,Xiao,PERSON_NAME
43,Li,PERSON_NAME
43,Your,PERSON_NAME
43,You,PERSON_NAME
43,one,CARDINAL
43,Absolutely,PERSON_NAME
43,one month,DATE
43,Great,PERSON_NAME
43,If,PERSON_NAME
43,My,PERSON_NAME
43,400123456,PHONE_NUMBER
44,Hello,PERSON_NAME
44,Manager,PERSON_NAME
44,Li,PERSON_NAME
44,Bank,PERSON_NAME
44,Shanghai,PERSON_NAME
44,We,PERSON_NAME
44,Yes,PERSON_NAME
44,two hundred thousand,CARDINAL
44,annual,DATE
44,only three percent,PERCENT
44,Of,PERSON_NAME
44,Our,PERSON_NAME
44,You,PERSON_NAME
44,APP,ORG
44,It,PERSON_NAME
44,There,PERSON_NAME
44,Our,PERSON_NAME
44,APP,ORG
44,You,PERSON_NAME
44,Great,PERSON_NAME
44,Good,PERSON_NAME
45,Hello,PERSON_NAME
45,Hua,PERSON_NAME
45,Xia,PERSON_NAME
45,Bank,BANK_NAME
45,Xiao,PERSON_NAME
45,Li,PERSON_NAME
45,We,PERSON_NAME
45,Yes,PERSON_NAME
45,one million,CARDINAL
45,You,PERSON_NAME
45,You,PERSON_NAME
45,These,PERSON_NAME
45,Our,PERSON_NAME
45,Huaxia,PERSON_NAME
45,Quick,PERSON_NAME
45,Loan,PERSON_NAME
45,After,PERSON_NAME
45,Great,PERSON_NAME
45,If,PERSON_NAME
45,My,PERSON_NAME
45,WeChat,PERSON_NAME
45,13800138000,MONEY_AMOUNT
46,Hello,PERSON_NAME
46,Manager,PERSON_NAME
46,Li,PERSON_NAME
46,Rural,PERSON_NAME
46,Commercial,PERSON_NAME
46,Bank,BANK_NAME
46,Now,PERSON_NAME
46,Are,PERSON_NAME
46,That,PERSON_NAME
46,In,PERSON_NAME
46,As,PERSON_NAME
46,This,PERSON_NAME
46,Jincaitong,PERSON_NAME
46,You,PERSON_NAME
46,Jincaitong,PERSON_NAME
46,After,PERSON_NAME
46,Great,PERSON_NAME
46,My,PERSON_NAME
46,13812345678,ACCOUNT_NUMBER
46,By,PERSON_NAME
46,123456,MONEY_AMOUNT
46,You,PERSON_NAME
47,Hello,PERSON_NAME
47,Agricultural,PERSON_NAME
47,Bank,PERSON_NAME
47,China,PERSON_NAME
47,We,PERSON_NAME
47,It,PERSON_NAME
47,We,PERSON_NAME
47,0,MONEY_AMOUNT
47,You,PERSON_NAME
47,Our,PERSON_NAME
47,Absolutely,PERSON_NAME
47,Do,PERSON_NAME
47,Great,PERSON_NAME
47,If,PERSON_NAME
47,13800138000,PHONE_NUMBER
48,Hello,PERSON_NAME
48,Li,PERSON_NAME
48,Hua,PERSON_NAME
48,Tianhe,PERSON_NAME
48,Branch,PERSON_NAME
48,Agricultural,PERSON_NAME
48,Bank,BANK_NAME
48,China,PERSON_NAME
48,We,PERSON_NAME
48,Our,PERSON_NAME
48,You,PERSON_NAME
48,WeChat,PERSON_NAME
48,Do,PERSON_NAME
48,After,PERSON_NAME
48,WeChat,PERSON_NAME
48,You,PERSON_NAME
48,Great,PERSON_NAME
48,In,PERSON_NAME
49,Hello,PERSON_NAME
49,Bank,BANK_NAME
49,China,PERSON_NAME
49,There,PERSON_NAME
49,Yes,PERSON_NAME
49,For,PERSON_NAME
49,first,ORDINAL
49,Great,PERSON_NAME
49,Customer,PERSON_NAME
49,Service,PERSON_NAME
49,Center,PERSON_NAME
49,123456,MONEY_AMOUNT
49,By,PERSON_NAME
49,WeChat,PERSON_NAME
49,My,PERSON_NAME
49,WeChat,PERSON_NAME
49,zhangsan123,MONEY_AMOUNT
49,Thank,PERSON_NAME
49,After,PERSON_NAME
50,Hello,PERSON_NAME
50,Xiao,PERSON_NAME
50,Li,PERSON_NAME
50,Tesco,PERSON_NAME
50,Mall,PERSON_NAME
50,There,PERSON_NAME
50,Well,PERSON_NAME
50,First,PERSON_NAME
50,Okay,PERSON_NAME
50,a minute,TIME
50,In,PERSON_NAME
50,Great,PERSON_NAME
50,If,PERSON_NAME
51,Hello,PERSON_NAME
51,Guangshen,PERSON_NAME
51,Bank,BANK_NAME
51,Do,PERSON_NAME
51,Okay,PERSON_NAME
51,If,PERSON_NAME
51,You,PERSON_NAME
51,WeChat,PERSON_NAME
51,The,PERSON_NAME
51,WeChat,PERSON_NAME
51,1370000000,PHONE_NUMBER
